ID,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Soil_Type,Horizontal_Distance_To_Fire_Points
5849558750167,3245,311,15,234,45,335,179,229,189,7757,659
5850562004610,3161,38,16,618,-4,780,218,204,117,7201,1650
5850698158560,3310,41,16,255,15,1745,221,204,115,7201,4920
5851207812799,3270,158,22,430,115,1590,238,238,119,7757,1480
5852206304162,3437,350,17,750,238,858,187,209,159,8776,932
5852276979550,3150,275,10,60,10,1341,192,243,190,8776,1249
5853047658759,3302,25,11,283,16,1722,215,216,137,7201,4914
5853209059103,3016,306,8,234,45,492,198,236,178,7201,395
5853647633200,3143,85,11,268,10,721,236,221,114,7202,2313
5856030902051,3213,7,22,470,87,541,188,192,135,7201,1626
5856181075758,3187,124,5,120,29,1019,229,236,140,7202,2147
5856197272677,3353,327,24,469,157,577,155,205,186,7757,700
5857493199392,3269,106,23,361,74,1517,252,205,69,7757,1290
5857793268354,3101,346,4,30,1,1380,212,233,159,7202,1397
5858213729875,3174,67,15,256,30,1434,234,208,102,7201,4770
5858328793563,3254,357,18,376,93,741,188,203,150,8772,1724
5860514891991,3351,325,23,492,155,636,157,208,188,7757,631
5861029506264,3371,43,11,270,22,1797,222,216,127,7201,5003
5863222524618,3427,231,20,488,-25,1655,184,254,201,7757,3749
5863961119748,3231,304,5,300,53,999,205,237,171,7756,579
5864077347827,3220,163,19,365,59,531,234,242,130,7756,2659
5864142396736,3188,165,5,67,7,1897,224,241,152,7202,1595
5864715725185,3199,309,21,124,38,685,157,221,202,7757,2484
5866877335370,3297,29,11,256,14,1749,216,217,135,7201,4884
5869355931545,3380,120,15,696,51,1106,245,226,105,8771,4192
5869548561900,3386,21,6,830,196,1179,216,227,148,7755,785
5869622461560,3214,304,5,272,30,270,205,237,171,7202,1158
5872208988559,3067,345,19,240,24,330,180,207,164,7201,511
5872375633672,2991,189,3,60,6,780,219,241,158,7202,1308
5873306931607,3095,342,5,162,23,85,209,232,161,7202,1482
5875634524902,3292,348,19,30,8,1790,180,205,161,8771,1871
5876966587320,3187,27,6,42,-2,1974,217,226,145,7101,1698
5878166129348,3174,142,15,228,41,1022,241,235,119,7202,2045
5879895560600,3165,133,12,90,16,1194,239,234,124,7202,1956
5880947852239,2985,220,8,30,8,750,210,248,174,7202,1237
5881600663582,3296,27,11,424,71,1226,216,216,136,8771,1797
5884464068968,3322,308,14,865,45,955,182,231,189,7202,947
5888071573549,3211,38,19,351,78,741,216,194,106,7201,5386
5889381448220,3197,20,8,170,13,192,215,224,145,7202,1273
5890269038570,3188,317,17,488,119,424,172,222,189,7201,1510
5891261123899,3234,225,10,272,73,616,207,250,179,7757,2577
5893906012643,3095,317,9,108,5,272,196,232,176,7201,2018
5894069187650,3192,136,18,361,114,319,245,230,106,7756,2713
5895392723928,3211,218,6,134,12,95,214,246,168,7202,1805
5896670710401,3240,138,14,339,65,1786,240,235,121,7757,1410
5897783567982,3345,101,15,607,149,457,243,219,101,7756,335
5900834860052,3098,346,8,306,13,492,205,228,161,7202,793
5901662464566,3182,250,10,95,14,778,198,248,188,7202,2461
5902147768520,3193,300,20,120,32,659,160,227,206,7757,2460
5902188196528,3361,293,6,934,162,990,203,239,175,7202,805
5902517616871,3257,236,15,600,61,481,192,252,196,7202,1608
5902545312349,3376,94,12,390,37,1842,238,222,113,8771,3048
5903203162429,3422,245,12,601,-30,1527,194,249,192,7757,3877
5904163829766,3274,234,8,570,90,459,206,248,178,7202,1558
5904707017185,3420,124,16,240,-44,1952,245,227,106,8772,2994
5907956872468,3300,266,12,674,116,661,190,245,194,7202,1224
5910554720154,3194,198,1,270,33,1146,218,239,157,7202,2003
5912998720240,3235,349,17,339,79,703,186,209,159,7201,1756
5914277129973,3310,132,18,67,21,1668,246,228,103,8771,1783
5917076561029,3354,171,13,503,25,932,229,245,146,7756,4308
5918231759855,3213,34,9,306,38,579,219,221,137,7202,849
5919331375525,3237,323,9,360,53,240,197,231,173,7202,1710
5919746432738,3375,277,14,979,98,1082,182,242,200,7202,794
5919784109869,3318,355,13,134,48,1931,198,217,156,7202,1956
5921850059916,3335,146,25,564,154,1495,245,227,96,7757,1087
5922484411170,3141,212,8,30,4,765,214,247,170,7101,2341
5924622485364,3317,147,14,108,-7,2471,238,238,127,7757,3556
5924825513567,3428,25,11,828,224,1036,215,216,137,8776,875
5925245972729,3107,322,13,150,15,543,186,226,180,7202,932
5925451157347,3275,132,21,417,85,1558,248,224,93,7757,1209
5925834933636,3236,169,2,90,11,607,221,240,155,7101,1231
5926643718247,3152,49,13,134,15,1022,225,211,118,7201,4991
5929128342968,3421,132,15,390,-43,2010,243,231,114,8772,2885
5930345106295,3289,270,22,480,183,430,157,241,221,7201,841
5932639409822,3346,112,13,391,55,1865,242,226,111,8771,3021
5932724646507,3361,91,9,636,32,957,235,226,122,8771,4331
5932971418292,3250,307,16,577,169,513,173,229,195,7201,1298
5934212087625,3397,114,9,67,4,1806,235,232,128,8703,3220
5934529249945,3288,7,12,600,99,638,205,215,147,7202,1167
5934542860844,3247,235,11,0,0,1170,200,250,187,7202,1677
5935690095683,3177,125,8,228,43,870,234,235,133,7757,2177
5936059239090,3319,144,18,532,-43,433,242,234,114,7756,700
5936534492224,3361,307,32,497,154,741,116,201,216,7757,1077
5939020472441,3240,266,9,300,79,560,197,244,187,7756,2551
5940060450399,3395,126,12,371,56,1874,240,231,119,8771,3032
5942743462286,3220,144,23,408,142,350,245,228,99,7701,2875
5942746176838,3489,307,7,726,236,1045,200,236,176,8776,1095
5944592369914,3270,302,8,283,45,872,199,237,177,7202,1680
5945851838622,3124,297,12,277,90,446,187,236,189,7201,1521
5948354831626,3142,147,20,170,52,124,242,234,111,7756,2691
5956622302198,3298,322,8,607,57,713,200,232,171,7202,1337
5957030263101,3147,328,8,0,0,725,202,231,169,7202,1231
5959222345961,3463,328,16,808,210,960,179,219,179,8776,1027
5959736187392,3341,198,15,300,3,1761,214,252,168,7757,3884
5961872898889,3236,337,20,95,47,153,173,209,172,7202,1503
5963432428437,3194,120,8,134,13,1871,234,234,132,7202,1537
5963495940013,3263,332,9,323,38,841,199,229,169,7202,1650
5964343262912,3404,280,24,469,46,690,147,234,223,8776,1116
5965572688115,3211,330,13,201,27,85,188,224,175,7202,1812
5970150261338,3315,321,17,437,120,626,175,222,186,7757,450
5973942613520,3001,293,9,127,21,417,195,238,183,7201,331
5979303618685,3214,107,13,127,19,1744,242,224,109,7202,1518
5979971273704,3404,135,13,218,-60,1909,240,234,120,8771,3065
5981057342846,3223,107,17,481,102,495,247,218,94,7756,716
5982257451581,3218,103,17,0,0,2398,247,215,91,7202,4039
5985167841978,3272,101,9,0,0,732,235,228,124,7756,845
5995259716343,3435,41,5,511,57,1358,220,229,145,8703,3823
5996161069114,3090,278,7,0,0,201,202,241,179,7202,2125
5996686987436,3182,324,6,190,-15,95,205,233,168,7202,1478
6000461116108,3248,36,15,255,58,918,218,206,120,7202,1852
6002393983995,3353,307,24,726,165,882,148,218,207,7757,426
6004034918557,3279,105,5,85,14,807,229,233,138,7756,819
6004634079924,3243,207,9,424,59,301,214,248,169,7202,1746
6006260334309,3256,102,18,180,-41,2539,247,214,89,7757,3852
6006370387134,3220,113,20,484,99,503,250,215,85,7756,732
6008772089418,3295,43,15,408,20,1597,221,205,115,7201,4961
6012531914293,3174,97,10,443,62,426,236,226,120,7201,5835
6013789242763,3420,343,10,787,224,912,200,225,163,7757,859
6017528176968,2977,251,9,0,0,720,200,247,185,7202,1195
6020229247936,3336,171,18,85,19,2164,229,245,140,7756,3630
6022981419071,3157,18,14,85,16,618,208,209,135,7202,2034
6024083059490,3246,22,3,42,1,642,218,233,153,7101,1027
6024702945029,3443,0,0,30,-9,1931,218,238,156,8703,3333
6025332959707,3304,67,21,446,89,1159,236,193,78,8771,1747
6025427543620,3166,162,15,210,32,932,233,243,136,7202,2132
6026060327202,3400,159,9,774,235,1465,230,242,143,7755,1159
6027474339010,3404,120,20,446,-60,1974,249,219,90,8772,2914
6032328499215,3209,82,12,470,54,1179,237,219,111,7202,1864
6032345668717,3169,294,9,60,8,666,196,238,182,7202,2400
6033053562038,3210,249,4,376,62,474,211,242,170,7756,743
6033684216416,3399,14,9,787,201,1142,212,222,147,7755,841
6033922422531,3236,166,14,150,39,785,231,244,140,7202,1956
6034243727275,3303,106,16,218,-39,2389,246,219,97,8772,4284
6036600605264,3214,297,7,30,-3,853,201,238,176,7756,1129
6037162212891,3158,333,10,255,-27,1249,197,228,169,7700,830
6039266368474,3122,321,15,319,54,258,182,224,182,7201,1550
6042330013934,3179,167,8,42,2,2215,226,243,150,7101,4042
6043762638221,3162,314,25,408,86,350,145,212,202,7201,1358
6044708219139,3061,22,7,60,13,973,216,225,146,7202,1624
6047320197540,3361,289,12,648,169,837,186,238,193,7755,524
6049433745274,3200,326,3,150,1,42,211,235,163,7202,1383
6049991111719,3175,45,5,108,14,891,222,228,142,7202,2213
6050424607273,3083,322,11,60,15,1068,193,229,176,7700,1747
6051729934620,3160,263,23,283,63,216,157,244,222,8776,2353
6052146837327,3303,308,15,216,59,992,177,229,192,7201,1535
6054518864856,3086,332,6,511,43,607,207,233,165,7201,768
6054851926761,3463,260,7,420,10,1621,204,244,178,8703,3713
6055166925487,3382,106,18,638,192,1324,247,216,91,7755,977
6055407030765,3430,342,16,693,233,811,185,214,167,8776,930
6055973363458,3265,44,18,150,14,1816,221,197,104,7201,4731
6056963551831,3131,62,5,190,-1,600,224,230,142,6731,2436
6058271049895,3244,33,11,390,60,277,218,215,132,7202,1643
6061580569503,3275,312,7,342,91,339,200,235,174,7202,1476
6063147946253,3201,135,11,175,26,1653,237,236,128,7202,1585
6063414782843,3233,144,9,300,58,1727,233,239,137,7757,1463
6063655511912,3138,287,18,150,32,120,168,236,208,7201,633
6064713500190,3184,63,11,365,50,992,230,218,120,7757,2042
6068253413330,3378,140,8,201,39,1740,232,238,138,8771,3194
6069036946083,3459,305,15,731,253,912,178,231,193,8776,1080
6070110803789,3264,337,14,400,39,781,189,221,170,7202,1563
6070913209245,3164,298,22,323,72,268,155,227,210,7201,1084
6071243304228,3180,8,10,379,26,1224,208,220,149,7202,2326
6071695348702,3296,257,11,582,98,1100,195,247,190,4758,1678
6072960001445,3117,19,11,553,-27,420,212,217,141,7757,1847
6073239993652,3298,160,26,503,149,1443,236,235,112,7757,1595
6074875912700,3142,160,16,192,49,127,235,242,133,7756,2931
6077692195882,3388,108,12,365,49,1855,240,226,114,8771,3046
6077837584205,3200,4,7,503,53,1103,211,227,153,7202,2538
6077969978651,3244,39,20,85,-6,2064,217,192,103,7202,4574
6080111640719,3343,318,17,752,158,907,173,222,188,7757,418
6080447923951,3397,191,16,190,42,2355,218,251,162,7756,3390
6081663444374,3124,270,14,190,30,228,184,244,199,7201,2335
6084079221126,3354,113,17,150,5,2233,247,221,96,8772,4572
6085053838996,3229,208,26,234,71,1679,191,253,184,7201,4202
6087580057901,3168,330,12,283,23,283,192,226,173,7756,2122
6087838813983,3238,106,13,516,106,785,242,224,109,7201,5560
6089550447286,3114,297,7,42,1,1315,201,238,176,7700,1387
6093859170998,3194,107,5,0,0,1892,229,234,139,7101,1663
6094740456054,3258,192,8,95,23,1057,220,247,161,7202,1749
6095912202752,3241,201,19,277,90,1549,209,253,172,7756,4239
6096214456959,3365,345,16,685,176,859,186,212,164,7755,636
6103259634225,3317,10,8,390,-14,1463,211,224,149,8771,1939
6103904075908,3201,124,9,30,-4,2355,235,234,129,7202,4031
6106066072587,3167,38,21,525,1,755,215,190,101,7757,1740
6106957761811,3168,34,24,192,32,858,209,180,96,7201,5147
6107994034302,3241,117,15,190,-27,2550,244,225,106,7202,3832
6111646796357,3166,237,5,0,0,806,211,244,170,7202,2322
6113585859414,3173,296,22,335,78,270,153,227,212,7201,865
6114127864422,3156,104,10,228,24,430,238,227,119,7202,5511
6114585466459,3205,44,14,124,-6,2100,222,210,119,7202,4417
6117060306400,3377,135,5,830,196,1310,228,238,144,7102,849
6117287991267,3133,138,12,150,55,108,239,236,125,7756,2546
6118249050305,3298,76,12,297,40,1015,235,217,111,7756,693
6122414225696,3261,141,28,531,168,437,247,219,79,7701,3075
6122661912394,3350,145,13,541,21,924,238,238,128,7756,4327
6127595442894,3160,316,21,335,74,268,159,217,196,7201,1146
6127838096358,3142,332,4,120,13,721,211,235,162,7202,1100
6127955853988,3372,327,15,335,40,1401,182,222,179,8776,2041
6131401081825,3257,4,13,170,28,1302,202,214,148,7202,2018
6132088383059,3149,336,9,426,-36,1040,199,227,167,7700,875
6132965516778,3364,226,22,190,14,1888,183,254,201,7757,3760
6134835431099,3152,315,23,391,75,335,153,214,199,7201,1379
6135164801522,3416,292,12,175,2,1994,186,238,191,7756,3528
6136060930408,3379,160,18,726,219,1485,236,241,128,7755,1082
6138481667864,3395,29,21,324,37,1146,208,190,111,8776,1652
6140033274307,3377,193,9,601,48,1099,220,247,162,7756,4158
6147276545249,3153,333,8,382,-24,1026,201,229,168,7700,858
6148054666361,3187,160,15,366,26,484,234,242,134,7202,2713
6149323041827,3301,131,16,30,8,1716,244,230,110,8771,1842
6150643125852,3126,96,5,67,0,268,228,233,139,7202,5341
6152958293424,3417,336,9,743,225,860,199,227,167,7757,849
6154306735143,3294,22,8,134,11,1867,215,224,145,7201,4804
6155798811872,3433,141,18,180,-31,1994,244,232,111,8772,2970
6158829564495,3110,290,8,85,3,1252,198,239,181,7700,1471
6159171307907,3306,174,22,513,151,1591,227,245,139,7757,1455
6159381876040,3294,326,13,680,105,726,189,226,177,7202,1073
6159691107674,3326,256,6,511,1,732,206,244,176,8771,4347
6160968405690,3065,342,12,331,22,420,195,222,166,7202,553
6161442033002,3187,95,9,306,33,1240,234,227,124,7202,2244
6162105530951,3227,213,16,277,80,1421,205,253,181,7201,4335
6163330081416,3418,105,17,481,-5,2072,247,216,91,8772,2809
6165242107741,3198,282,18,350,50,391,168,238,209,7756,658
6166854944304,3323,179,19,532,174,1563,224,248,147,7757,1477
6167934531841,3231,39,3,0,0,679,220,232,149,7101,1110
6169274890725,2986,311,10,124,-3,309,192,233,181,7201,201
6169328153929,3375,59,10,153,-2,1471,228,219,124,8703,3549
6170632095515,3401,230,16,646,17,1464,195,253,192,7757,3990
6171956564237,3083,326,7,218,21,150,202,232,169,7202,1794
6174130546517,3175,225,9,124,14,765,208,249,177,7202,2457
6177013997093,3171,147,17,324,76,283,240,236,119,7756,2468
6178532755751,3384,115,16,738,229,1537,246,222,100,7755,1273
6178827266306,3288,277,23,361,78,541,150,237,223,7757,930
6180751556545,3292,128,18,446,102,1480,247,225,99,7757,1168
6181183678782,3235,198,16,277,83,1506,214,252,168,7756,4271
6183583899118,3360,245,24,592,5,1485,165,250,217,7757,4035
6185298293892,3262,351,6,212,33,1298,210,230,159,7202,2003
6186834304751,3283,91,28,216,-42,2358,249,184,44,8772,4261
6189558800486,3182,104,12,120,7,2210,240,225,114,7202,4205
6189818179277,3245,345,8,127,11,553,204,227,162,7756,1230
6192049715930,3149,333,8,342,-28,979,201,229,168,7700,895
6193980215985,3262,222,12,108,21,1974,205,251,181,7201,3960
6194098182381,3254,107,11,541,176,484,238,227,119,7202,2897
6198345731452,3338,322,13,443,143,612,185,226,180,7757,541
6198947493963,3183,138,18,201,22,937,244,231,108,7202,2132
6199971504625,3297,291,15,576,124,691,175,236,200,7757,379
6200096899876,3323,104,22,162,43,882,251,206,72,7756,664
6202107923365,3186,40,13,60,12,2047,221,212,124,7202,4376
6202338886880,3305,83,19,192,33,918,243,204,83,7756,696
6202429356988,3254,62,22,474,110,1463,232,188,77,7201,4953
6205166768724,3292,106,21,430,97,295,250,210,79,7756,564
6207994905302,3259,55,9,242,46,1148,226,221,128,7202,1917
6208765664596,3210,146,22,384,132,323,244,230,102,7701,2884
6210455915215,3149,98,10,60,9,812,237,225,118,7202,2280
6210668051991,3411,20,5,277,53,1103,217,229,150,8776,1650
6210932232866,3239,111,18,150,35,1693,248,218,92,7757,1514
6211591034327,3257,292,12,450,77,589,186,238,191,7700,162
6212412500397,3380,208,9,256,35,2397,213,249,171,7756,3422
6214832166603,3228,13,18,450,33,1050,200,200,133,7756,1504
6217285701537,3268,276,7,607,50,618,200,242,181,7202,1465
6217955290842,3382,181,17,323,8,1803,224,248,151,7756,3744
6220012594937,3250,37,12,309,51,400,219,212,126,7202,1323
6222655022334,3096,313,9,90,21,1134,197,234,177,7700,1661
6223013701076,3323,225,3,553,-1,726,216,242,163,8771,4386
6226383150406,3298,317,8,661,60,752,198,233,174,7202,1248
6228011363028,3336,121,12,577,7,853,241,230,116,8771,4414
6228764434389,3209,22,15,85,-2,2058,210,208,131,7202,4443
6228984815432,3054,342,18,212,11,300,179,210,167,7201,469
6231524814109,3234,358,13,469,39,1050,200,216,154,7757,1530
6233158875242,3163,158,20,192,0,467,237,239,123,4758,2275
6236045905633,3141,54,8,134,5,934,225,223,131,7201,5028
6244535780776,3217,57,26,553,51,849,227,175,64,7757,1714
6248475934114,3224,299,17,474,44,630,170,231,200,7202,819
6249210982704,3165,117,11,450,35,509,238,230,121,7202,5731
6252394677809,3256,0,15,60,13,1239,196,210,150,7202,1806
6257021094097,3269,143,19,443,97,1749,243,233,110,7757,1291
6257832512247,3336,123,19,626,139,446,249,222,93,8771,277
6257838099797,3353,306,21,799,163,932,156,222,204,7757,488
6262329181066,3171,51,6,67,3,2083,223,226,138,7101,4284
6264742330281,3068,328,14,0,0,306,186,224,177,7202,693
6265504087238,3155,351,16,108,10,335,191,212,158,7757,2376
6265565550818,3211,285,5,0,0,886,205,240,174,7756,1230
6265860178595,3249,207,7,30,8,1120,216,246,167,7202,1786
6266062453169,3149,58,10,124,7,1253,228,218,123,7201,4803
6266261660887,3293,315,9,268,47,932,196,233,176,7201,1531
6267196940921,3228,18,20,350,92,1020,200,193,124,7201,5164
6270059660478,3166,321,12,42,5,792,189,228,179,7202,2407
6270203822813,3175,274,10,108,9,1265,194,243,188,7700,1231
6276637952188,3400,84,10,175,22,1657,234,224,121,8703,3463
6277716837310,3242,280,17,180,58,150,171,240,208,7202,1597
6278620814312,3142,110,13,362,31,319,242,226,111,7202,5750
6278967897313,3214,282,17,210,53,591,170,239,208,7757,2493
6280632041471,3322,314,15,466,130,655,180,228,187,7757,451
6282331590847,3004,300,9,150,40,382,195,237,182,7201,446
6283063150873,3320,231,23,192,3,1867,177,253,206,7756,3846
6284479471545,3286,355,13,60,6,1410,197,216,155,7202,1708
6284916138239,3238,33,15,212,48,924,216,207,123,7202,1892
6285715160926,3093,301,19,150,51,300,163,228,204,7201,1879
6285773779276,3381,324,8,819,196,977,200,231,171,7755,516
6287861120342,3287,222,29,162,49,2355,171,252,203,7201,3672
6288036425767,3162,151,17,212,1,446,239,237,122,4758,2295
6288664009063,3177,52,14,216,35,1284,226,210,114,7201,4861
6289472985068,3312,191,23,85,18,2164,212,250,160,7756,3690
6289612064271,3360,275,25,497,12,577,145,236,226,7201,990
6291013455930,3252,293,13,242,68,234,182,237,194,7202,1571
6291066642516,3121,333,6,577,-56,899,205,232,165,7202,1061
6292716077566,3282,95,11,42,10,768,238,224,116,7756,830
6296436152206,3431,260,18,350,83,752,173,247,210,8776,1170
6296532559350,3183,23,5,30,-6,1911,217,228,148,7101,1612
6296946877842,3347,355,14,150,13,1914,196,214,155,8772,4881
6299572661199,3235,303,16,553,51,618,174,231,196,7202,916
6302680178753,3221,80,28,454,87,1116,244,179,46,7757,1914
6302871328868,3343,359,20,180,11,1600,186,199,147,8776,1939
6305871596336,3198,37,19,134,4,1818,216,194,106,7201,4542
6309726689327,3430,144,13,618,-22,1348,238,237,127,8771,3902
6310386940826,3435,185,11,591,-17,1381,222,248,157,8771,3886
6311237809903,3278,54,10,350,62,1110,226,218,124,7202,1812
6313047378235,3237,316,26,592,111,531,143,208,200,7201,1500
6315237227040,3336,153,10,537,7,858,232,241,139,8771,4394
6315380438645,3377,345,37,170,80,1187,122,156,155,8772,1549
6317443018429,3194,98,10,430,48,1071,237,226,120,7202,1961
6321525287566,3187,329,11,60,9,976,194,227,172,7700,819
6323163200808,3210,186,9,0,0,2324,222,247,158,7202,3863
6324084080630,3272,16,13,42,-2,674,208,213,140,7756,892
6325537234297,3205,32,21,295,68,1050,210,188,106,7201,5104
6325780659397,3209,90,0,216,10,182,219,237,155,7202,1253
6326158415553,3191,27,16,300,25,458,212,204,125,7756,2083
6327811020107,3106,283,9,134,8,1189,196,241,184,7700,1556
6327998282664,3257,253,6,60,11,1114,207,244,175,7202,1727
6328465616838,3209,301,12,170,23,1253,186,235,189,7756,900
6328856752435,3168,308,22,342,83,283,156,221,203,7201,1126
6331170518779,3272,117,7,0,0,726,233,233,132,7756,866
6331558454484,3289,93,23,297,71,1533,249,198,65,7757,1384
6331573141468,3170,13,9,216,27,1368,211,221,146,7201,4800
6333313010805,3235,116,17,216,45,1666,247,222,97,7202,1406
6337866286113,3276,77,11,234,31,942,234,219,115,7756,782
6338722569388,3278,110,10,67,20,785,238,229,120,7756,849
6339932602803,3222,321,15,180,23,300,182,224,182,7202,1328
6342607380180,3176,280,17,90,15,649,171,240,208,7202,2418
6342972121937,3245,276,35,391,139,360,109,223,242,7201,825
6343308316119,3153,142,18,255,62,150,243,233,112,7756,3053
6345429405154,3082,329,11,108,-2,350,194,227,173,7202,713
6346431781946,3248,61,21,510,106,1356,232,193,84,7700,5071
6347999421916,3390,247,19,120,32,2015,177,251,209,7756,3608
6349126019362,3212,257,12,384,-3,524,191,247,194,7202,1871
6349614646650,3161,333,8,342,-16,1064,201,229,168,7700,811
6351673521304,3397,119,11,767,242,1490,239,230,120,7755,1213
6353281747398,3355,90,25,210,8,2469,248,190,55,8776,4273
6354386606177,3445,50,12,256,-7,1714,225,213,120,8703,3558
6356162774490,3284,327,19,541,107,642,171,216,182,7757,402
6361048805298,3289,353,13,551,105,573,197,217,157,7202,1249
6361984449228,3224,59,10,270,25,342,228,220,125,7202,1234
6363218649145,3119,283,9,124,6,1230,196,241,184,7700,1465
6364915839587,3274,6,9,510,90,531,210,223,151,7202,1289
6365673567262,3143,70,7,90,1,1252,228,226,132,7201,4775
6366619529689,3127,332,14,300,30,366,187,222,174,7201,1824
6366854307196,3403,50,8,150,-5,1699,224,223,134,8703,3425
6367559002966,3059,297,11,30,7,228,190,237,186,7202,607
6368755637198,3237,315,26,582,159,524,143,209,202,7201,1416
6369369667441,3322,145,26,534,157,1697,245,225,91,7757,1328
6371980470331,3070,335,17,180,27,272,179,215,173,7201,499
6373227506193,3251,237,7,42,5,1116,209,246,175,7202,1756
6373822891397,3137,128,8,60,1,603,234,235,132,7101,2490
6374088435639,3130,320,16,376,66,319,176,223,186,7201,1634
6374355479847,3155,328,6,216,-22,834,205,233,167,7201,1082
6374817769691,3252,159,26,503,91,1087,237,234,111,7202,1917
6375501265918,3352,267,13,891,153,942,185,245,199,7202,859
6377489251358,3288,338,24,108,35,883,159,197,172,8772,1387
6378177074648,3118,321,14,300,47,234,184,226,182,7201,1487
6379700574017,3194,349,12,313,68,566,198,220,161,7201,1794
6382412261410,3153,46,13,124,16,1064,224,210,118,7201,4959
6383181846914,3236,115,7,30,-3,721,232,233,134,7101,1020
6383277907116,3384,173,8,918,203,1253,225,244,152,7755,778
6384677740235,3344,322,25,469,148,607,150,207,193,7757,633
6385314302632,3303,323,29,216,71,782,134,196,194,7757,1328
6387381093390,3105,328,9,216,27,150,199,230,171,7202,1410
6388368607463,3349,282,28,484,146,638,131,228,231,7757,924
6388676304726,3205,90,1,228,6,218,220,237,153,7202,1233
6391145930166,3255,330,10,485,57,1091,196,228,171,7700,1594
6391448383577,3221,77,14,376,89,721,237,212,103,7201,5446
6392015628053,3275,36,16,0,0,2001,217,202,116,7201,4692
6394969047027,3423,104,14,90,-14,1944,243,221,104,8703,3159
6396997198269,3120,304,14,162,23,108,182,233,191,7201,806
6397792473926,3096,305,21,162,52,180,159,224,204,7201,2012
6398383740748,3408,95,13,300,79,1084,241,220,106,8703,3995
6398917397011,3214,92,12,497,56,1208,238,222,112,7202,1834
6399284275605,3186,36,18,234,35,1687,216,198,112,7201,4595
6399488719226,3248,134,14,124,-27,2582,241,233,118,7757,3743
6401162072265,3449,283,12,700,160,990,186,240,194,8776,1231
6402752889034,3431,58,7,524,102,1273,226,225,133,8703,3881
6402754840385,3204,115,12,361,71,1080,241,227,114,7757,1959
6403785887806,3195,37,20,268,46,1626,215,192,105,7201,4653
6407464241781,3171,166,14,218,38,992,231,244,142,7202,2074
6409141608481,3177,227,9,247,22,1057,207,249,179,7101,2040
6411408558699,3115,10,9,108,11,390,210,221,148,7201,2037
6411713218134,3300,162,26,488,151,1501,234,235,114,7757,1543
6412944732833,3086,321,9,30,7,1153,197,231,174,7202,1674
6413643570221,3144,117,7,108,8,741,232,234,135,7202,2315
6413713133240,3194,28,17,30,6,1209,211,201,122,7700,1045
6414015888524,3245,309,16,150,57,150,173,227,194,7202,1557
6414046236349,3124,330,14,258,27,376,187,222,175,7201,1867
6414310581342,3283,351,18,42,5,1806,186,207,158,8771,1860
6415203408227,3148,351,7,268,-29,933,207,227,159,7201,933
6416372744581,3198,62,18,335,54,1448,233,199,92,7201,4831
6417560579749,3216,23,15,175,54,834,210,207,130,7202,1924
6424028218638,3274,70,7,598,9,842,228,226,132,7201,5641
6425732927663,3237,341,10,216,48,1201,199,225,165,7756,875
6428319216662,3120,288,10,30,1,492,193,239,186,7201,2128
6429019696129,3257,17,5,300,41,785,216,229,151,7202,1712
6429277550263,3194,315,17,510,119,446,172,223,191,7201,1448
6429803063274,3342,311,16,560,150,750,176,227,191,7757,495
6432444494130,3254,309,13,573,38,573,183,231,188,7202,1559
6436559066220,3342,16,20,295,23,1691,200,195,127,7201,5016
6437851881849,3071,316,13,124,27,577,185,228,183,7201,940
6438692070164,3259,198,9,162,5,1910,217,248,165,7756,3990
6440754251275,3107,342,4,466,22,1230,212,234,160,7202,1293
6441493384170,3312,99,17,474,117,342,246,214,90,7756,497
6441554913516,3213,333,11,175,35,979,196,226,170,7700,698
6443465403810,3208,31,1,342,74,351,218,235,154,7745,2069
6445087056399,3128,334,8,450,-57,1101,202,229,167,7202,1026
6445231957527,2991,330,4,90,2,731,210,235,163,7202,1374
6445448190182,3130,297,16,201,33,150,175,234,199,7201,807
6448440815602,3259,48,11,228,43,1129,224,216,124,7202,1928
6451573997886,3302,76,21,234,19,2254,241,195,74,8772,4493
6453097612214,3108,325,4,342,23,1350,210,235,163,7202,1320
6456799402367,3138,345,7,362,-39,895,206,229,161,7202,979
6458586290195,2950,90,1,0,0,300,221,236,151,7202,700
6458626780457,3155,126,12,212,77,170,241,231,118,7756,2630
6460521519063,3179,106,16,499,47,552,246,218,96,7202,5750
6464542901098,3140,108,10,283,7,693,237,229,122,7202,2338
6464978292869,3167,80,4,67,0,2081,225,232,142,7101,4251
6468064238281,3194,326,30,192,49,430,133,192,191,7757,2420
6468985536619,3148,108,8,283,28,360,235,231,128,7202,5536
6469073490196,3226,115,23,552,4,679,252,211,74,7201,5738
6470597584070,3284,305,25,646,85,742,142,217,211,7201,1104
6471668009683,3362,124,15,272,29,979,245,227,107,7756,3772
6471775863833,3209,214,15,42,11,883,204,253,181,7202,2011
6474764807245,3164,132,11,90,-1,594,238,234,125,7202,2244
6474877978023,3110,342,6,541,25,1173,208,231,162,7202,1239
6475101874777,3158,339,9,95,15,757,200,227,166,7201,1226
6477037334448,3285,333,28,162,40,780,145,192,179,8772,1355
6480925309978,3140,324,4,60,6,706,209,235,164,7202,1090
6481104013471,3217,2,14,577,53,1380,200,214,150,7202,2413
